x,y,z,type,is_movable,volume
172.62,-186.20000000000005,0.0,epithelial_tumor_class1,1,8617.492739421215
104.02999999999997,306.65,0.0,epithelial_tumor_class1,1,3724.0694855498105
-497.28,-531.0999999999999,0.0,epithelial_tumor_class1,1,5569.579715543981
108.45000000000005,-20.299999999999955,0.0,epithelial_tumor_class1,1,8459.210480753367
35.66999999999996,412.14,0.0,epithelial_tumor_class1,1,8617.492739421215
37.24000000000001,327.48,0.0,epithelial_tumor_class1,1,7218.161960982451
27.92999999999995,-239.51999999999998,0.0,epithelial_tumor_class1,1,5432.073267437365
-280.2,64.44,0.0,epithelial_tumor_class1,1,5241.934423219898
-84.25999999999999,-240.57000000000005,0.0,epithelial_tumor_class1,1,2842.2507081790977
79.39999999999998,256.31,0.0,epithelial_tumor_class1,1,5042.407595171994
324.90999999999997,-379.47,0.0,epithelial_tumor_class1,1,6278.58825227545
-24.100000000000023,453.1,0.0,other_tissue,0,1516.2871831005987
-159.44,330.85,0.0,epithelial_tumor_class1,1,6350.206757402026
329.5,140.48000000000002,0.0,epithelial_tumor_class1,1,8617.492739421215
533.0999999999999,104.74000000000001,0.0,epithelial_tumor_class1,1,3288.0491513885313
-44.47000000000003,286.89,0.0,epithelial_tumor_class1,1,2745.2732819121375
-444.71,-421.1,0.0,epithelial_tumor_class1,1,5019.405738534443
-391.69,-531.4000000000001,0.0,epithelial_tumor_class1,1,3577.9414964365837
503.9000000000001,-474.4000000000001,0.0,epithelial_tumor_class1,1,8617.492739421215
-135.55,401.47,0.0,epithelial_tumor_class1,1,2359.6486652413437
448.77,-151.12,0.0,epithelial_tumor_class1,1,2563.2363935846993
-39.29000000000002,-505.9000000000001,0.0,epithelial_tumor_class1,1,4729.783244143414
393.35,-424.36,0.0,epithelial_tumor_class1,1,5870.615734308694
164.24,-268.16999999999996,0.0,epithelial_tumor_class1,1,8127.255706463547
316.08000000000004,110.69999999999999,0.0,epithelial_tumor_class1,1,8617.492739421215
-61.85000000000002,-475.5999999999999,0.0,epithelial_tumor_class1,1,5544.54566116097
-108.75999999999999,431.48,0.0,epithelial_tumor_class1,1,8617.492739421215
-504.63,363.8,0.0,epithelial_tumor_class1,1,3137.234804956485
-56.45999999999998,475.02,0.0,epithelial_tumor_class1,1,2374.336035060644
388.96000000000004,148.57999999999998,0.0,epithelial_tumor_class1,1,5006.869506529542
-267.29,255.75,0.0,epithelial_tumor_class1,1,7992.535927904087
-19.860000000000014,-235.60000000000002,0.0,epithelial_tumor_class1,1,3175.4235545798956
33.52999999999997,-478.70000000000005,0.0,epithelial_tumor_class1,1,3038.233181407524
40.940000000000055,-525.3,0.0,epithelial_tumor_class1,1,3014.3044863035434
-520.21,-507.79999999999995,0.0,epithelial_tumor_class1,1,3704.931283290699
27.289999999999964,239.82,0.0,epithelial_tumor_class1,1,4242.868166392207
176.98000000000002,-509.5,0.0,epithelial_tumor_class1,1,3870.545420548756
340.05999999999995,-277.14,0.0,epithelial_tumor_class1,1,4028.154020104262
-372.34000000000003,-368.19000000000005,0.0,epithelial_tumor_class1,1,5497.187841386134
479.0999999999999,508.09000000000003,0.0,epithelial_tumor_class1,1,3150.6229974376424
-251.08999999999997,535.01,0.0,epithelial_tumor_class1,1,8617.492739421215
-506.18,383.66999999999996,0.0,epithelial_tumor_class1,1,2708.0386032871456
293.40999999999997,-32.120000000000005,0.0,epithelial_tumor_class1,1,4307.963913884354
549.0999999999999,361.78,0.0,epithelial_tumor_class1,1,8617.492739421215
-416.38,-449.37,0.0,epithelial_tumor_class1,1,2974.9198261383485
392.08000000000004,34.789999999999964,0.0,epithelial_tumor_class1,1,4142.154623989402
-442.58,-441.59000000000003,0.0,epithelial_tumor_class1,1,3967.9151403793057
284.86,-7.990000000000009,0.0,epithelial_tumor_class1,1,4475.512850887652
