x,y,z,type
691.7159869115096,245.67104340380206,0.0,CAF
570.5739426196451,-397.6755413306632,0.0,CAF
713.9195339957048,397.964807298403,0.0,CAF
772.3925831887996,576.9441514037148,0.0,CAF
-710.3815886979654,-763.1519659556208,0.0,CAF
656.8451334378346,-724.9593219732867,0.0,CAF
146.41785025320712,505.54949606928085,0.0,CAF
780.8003687346404,-135.84215932276788,0.0,CAF
-460.8817446552351,-231.29992867686644,0.0,CAF
631.9555452246282,-335.8171266909443,0.0,CAF
779.3381451614505,-439.53963798046266,0.0,CAF
725.792153660625,259.9595107113837,0.0,CAF
581.5088319495851,267.49314086020877,0.0,CAF
-629.8162485621137,-678.5496172590063,0.0,CAF
793.1180129653142,-283.860508639238,0.0,CAF
-653.4343380160249,-583.2189977808373,0.0,CAF
775.714373697459,-675.4980202366975,0.0,CAF
-513.0926624588005,38.17833962129214,0.0,CAF
56.252694484675544,-538.6529662675352,0.0,CAF
609.8791480163627,-487.60229108182693,0.0,CAF
48.734958070341804,564.531144766094,0.0,CAF
760.7265820722648,-249.13269877598373,0.0,CAF
571.0984358578544,285.70736058711464,0.0,CAF
765.9715144543584,458.7583417272119,0.0,CAF
-618.913146701156,-202.26207576145885,0.0,CAF
-623.8402043934256,-170.9196313448283,0.0,CAF
584.9418785996827,-724.4189350005861,0.0,CAF
231.0201989498214,756.9883757199366,0.0,CAF
59.812891010702515,487.4942136872869,0.0,CAF
-460.8817446552351,-698.7982350007848,0.0,CAF
-794.3777503610858,-92.0231333305519,0.0,CAF
603.5216542198859,521.9041488607174,0.0,CAF
57.07916867821746,605.7753857707369,0.0,CAF
-669.8048845419526,-758.3043769358072,0.0,CAF
342.00614690181465,-490.3678008832943,0.0,CAF
728.8914318864074,693.9856121968521,0.0,CAF
278.1769091851879,18.184021631372616,0.0,CAF
673.930898015866,-633.4590925074949,0.0,CAF
638.2017828796666,-643.9330635371904,0.0,CAF
60.76651508017403,753.952672432119,0.0,CAF
