x,y,z,type,is_movable,volume
178.64,-428.41999999999996,0.0,CAF,1,632.0890655750894
475.48,-181.94000000000005,0.0,mesenchymal_tumor_class1,1,1460.4427590910843
417.28999999999996,-401.98,0.0,epithelial_tumor_class1,1,2524.7773885708584
-150.19,487.85,0.0,mesenchymal_tumor_class1,1,1460.4427590910843
-389.82,-81.82000000000005,0.0,apCAF,1,356.63547220320356
466.08000000000004,22.360000000000014,0.0,CD8_Tcell,1,691.2235164015386
-358.52,-174.12,0.0,other_tissue,0,652.6640502165342
16.980000000000018,369.26,0.0,epithelial_tumor_class1,1,1886.4729547801044
283.96000000000004,-234.61,0.0,CAF,1,601.8462973758247
-165.67000000000002,-457.97,0.0,CD4_Tcell,1,875.8678523444987
444.6,-398.38,0.0,CD4_Tcell,1,872.485557905746
-51.18000000000001,190.54000000000002,0.0,epithelial_tumor_class1,1,1001.8364198503963
83.59000000000003,-441.69000000000005,0.0,other_tissue,0,598.8693361098537
-327.98,-172.03999999999996,0.0,other_tissue,0,568.3262186973992
231.52999999999997,-436.63,0.0,CAF,1,945.3154186361311
406.19000000000005,-392.99,0.0,epithelial_tumor_class1,1,1503.9066619330863
187.66999999999996,-370.26,0.0,other_tissue,0,846.2916749826963
-275.73,-206.41999999999996,0.0,CAF,1,569.671087319423
327.98,-490.9,0.0,CD4_Tcell,1,1009.1509099407396
-62.670000000000016,-68.66999999999996,0.0,mesenchymal_tumor_class1,1,1376.4142835429113
251.74,364.89,0.0,CD4_Tcell,1,722.7682721100255
418.77,-392.0,0.0,epithelial_tumor_class1,1,609.7924847551892
-201.99,-135.60000000000002,0.0,other_tissue,0,613.0148690298282
-165.47000000000003,485.42,0.0,epithelial_tumor_class1,1,1291.8311223157996
222.28999999999996,-400.1,0.0,CAF,1,831.1633001247284
-183.93,-455.77,0.0,mesenchymal_tumor_class1,1,990.9335305442142
334.37,-204.79999999999995,0.0,epithelial_tumor_class1,1,1731.5150000620292
133.65999999999997,-408.64,0.0,epithelial_tumor_class1,1,916.2724640728467
34.09000000000003,457.96,0.0,other_tissue,0,711.3394304885222
354.85,-316.57000000000005,0.0,mesenchymal_tumor_class1_class2,1,572.0005511638955
-0.160000000000025,448.14,0.0,mesenchymal_tumor_class1,1,835.9176475070124
-376.46,157.49,0.0,other_tissue,0,846.2916749826963
-391.47,-474.0,0.0,epithelial_tumor_class1,1,1677.8277830933043
-351.97,94.01999999999998,0.0,mesenchymal_tumor_class1,1,762.4199078812305
-25.730000000000018,-16.200000000000045,0.0,other_tissue,0,846.2916749826963
-374.3,-247.92999999999995,0.0,other_tissue,0,846.2916749826963
321.49,-155.82000000000005,0.0,epithelial_tumor_class1,1,1176.3700212670963
14.57000000000005,382.69,0.0,epithelial_tumor_class1,1,2028.401503320241
-191.79000000000002,-145.39,0.0,CD4_Tcell,1,937.9516504908512
-424.29,84.39999999999998,0.0,epithelial_tumor_class1,1,808.312054461221
-73.24000000000001,149.57999999999998,0.0,epithelial_tumor_class1,1,2524.7773885708584
67.86000000000001,-476.71000000000004,0.0,other_tissue,0,666.8103492074888
21.99000000000001,417.69,0.0,other_tissue,0,599.9522925675506
44.27999999999997,355.59000000000003,0.0,epithelial_tumor_class1,1,1105.5207078836288
339.53,217.86,0.0,mesenchymal_tumor_class1,1,1191.4968367685003
-236.32,-442.51,0.0,apCAF,1,267.5501119036789
-222.57999999999998,-57.42999999999995,0.0,CD4_Tcell,1,985.2245546846158
112.00999999999999,-485.26,0.0,CD4_Tcell,1,605.9751836956956
87.38999999999999,372.0,0.0,mesenchymal_tumor_class1,1,963.8342526967327
-212.29000000000002,-213.09000000000003,0.0,other_tissue,0,505.34259658681606
-478.19,77.49000000000001,0.0,other_tissue,0,846.2916749826963
-188.54000000000002,-65.82000000000005,0.0,CD8_Tcell,1,713.7313499216341
115.60000000000002,-442.17999999999995,0.0,other_tissue,0,846.2916749826963
-218.35000000000002,-394.41999999999996,0.0,other_tissue,0,745.5743056758998
-143.68,-206.22000000000003,0.0,other_tissue,0,463.5217934888525
2.0600000000000023,398.71,0.0,other_tissue,0,810.8534960976208
383.76,-296.0,0.0,CD4_Tcell,1,373.98213689078995
368.29999999999995,335.32,0.0,other_tissue,0,576.360275797105
452.80999999999995,9.060000000000002,0.0,apCAF,1,87.03691137729085
-303.93,245.86,0.0,other_tissue,0,655.3786219876129
-376.04,93.62,0.0,mesenchymal_tumor_class1,1,663.0893110666447
-127.27999999999997,191.39999999999998,0.0,mesenchymal_tumor_class1,1,1095.5203327686481
82.47000000000003,234.25,0.0,mesenchymal_tumor_class1,1,670.193383913061
437.45000000000005,-456.04999999999995,0.0,other_tissue,0,846.2916749826963
144.99,-395.80999999999995,0.0,epithelial_tumor_class1,1,990.2607446716728
-151.8,-431.79999999999995,0.0,CD4_Tcell,1,618.9842167767146
-121.52999999999997,124.98000000000002,0.0,CAF,1,990.9099220963308
-109.50999999999999,-148.40999999999997,0.0,CAF,1,990.9099220963308
63.960000000000036,443.24,0.0,mesenchymal_tumor_class1,1,1460.0941443222794
-359.94,85.63999999999999,0.0,mesenchymal_tumor_class1,1,682.5832446455474
56.789999999999964,454.73,0.0,mesenchymal_tumor_class1,1,1138.5737274762284
-394.31,93.70999999999998,0.0,epithelial_tumor_class1,1,1319.2117220671055
55.60000000000002,479.19,0.0,epithelial_tumor_class1,1,863.5306268315412
-50.56,259.8,0.0,mesenchymal_tumor_class1,1,1113.060796507683
-384.11,211.79000000000002,0.0,CD4_Tcell,1,745.5146629124215
426.49,-412.07000000000005,0.0,epithelial_tumor_class1,1,2121.022656666746
108.63999999999999,-417.62,0.0,CAF,1,421.6224270303071
-28.230000000000018,338.08000000000004,0.0,other_tissue,0,846.2916749826963
-323.3,168.18,0.0,other_tissue,0,846.2916749826963
484.17999999999995,420.46,0.0,apCAF,1,233.68819345474904
44.66999999999996,390.44,0.0,epithelial_tumor_class1,1,2132.218882166977
478.66999999999996,-52.49000000000001,0.0,other_tissue,0,746.230586035351
-164.3,176.26999999999998,0.0,CD4_Tcell,1,391.71405760236604
84.54999999999995,389.54,0.0,mesenchymal_tumor_class1,1,1460.4427590910843
-355.39,338.76,0.0,other_tissue,0,801.094963096531
-431.94,-488.03999999999996,0.0,epithelial_tumor_class1,1,745.4749028372538
-109.82999999999998,489.75,0.0,other_tissue,0,508.06276389456207
184.88,-484.13,0.0,CD4_Tcell,1,539.1118976256831
214.32000000000005,-145.65999999999997,0.0,epithelial_tumor_class1,1,655.5610770595022
-59.81,273.85,0.0,other_tissue,0,846.2916749826963
-46.139999999999986,365.08000000000004,0.0,other_tissue,0,683.7273434529935
442.04999999999995,-5.490000000000009,0.0,other_tissue,0,846.2916749826963
330.49,-310.54999999999995,0.0,mesenchymal_tumor_class1,1,1460.4427590910843
464.80999999999995,-258.88,0.0,other_tissue,0,846.2916749826963
478.34000000000003,37.610000000000014,0.0,other_tissue,0,347.8081278525616
464.45000000000005,-177.19000000000005,0.0,mesenchymal_tumor_class1,1,1137.7829597808143
435.5,12.259999999999991,0.0,other_tissue,0,598.0794297038727
-241.89,-269.34000000000003,0.0,CAF,1,601.8980078138569
-229.74,-154.16999999999996,0.0,CD4_Tcell,1,412.36434317210177
28.139999999999986,228.26,0.0,mesenchymal_tumor_class1,1,1368.2624206471003
-235.62,171.47000000000003,0.0,other_tissue,0,646.9860609610745
-127.38,-330.14,0.0,CAF,1,501.25769026116797
363.16999999999996,-152.26999999999998,0.0,epithelial_tumor_class1,1,864.4079904927672
93.5,268.21000000000004,0.0,mesenchymal_tumor_class1,1,911.3769240567221
132.0,-398.22,0.0,other_tissue,0,693.3428263627917
-369.89,61.35000000000002,0.0,epithelial_tumor_class1,1,1062.0258006341874
