x,y,z,type,volume,cycle entry,custom:GFP,custom:sample,is_movable
612.0957116072814,371.7267816554079,0.0,CD4_Tcell,,,,,1
-8.875336865528539,166.4985490400577,0.0,CD4_Tcell,,,,,1
223.93108636893794,129.6214765955583,0.0,CD4_Tcell,,,,,1
346.8546611839356,731.5170791320513,0.0,CD4_Tcell,,,,,1
-96.8166456353772,519.5376035475872,0.0,CD4_Tcell,,,,,1
109.68540640810784,-654.6532225641188,0.0,CD4_Tcell,,,,,1
-512.2091611500998,-738.0724723640893,0.0,CD4_Tcell,,,,,1
563.7861097952732,265.15586374908935,0.0,CD4_Tcell,,,,,1
-317.64916624537756,749.1276327260132,0.0,CD4_Tcell,,,,,1
728.6501892816054,364.32270622937494,0.0,CD4_Tcell,,,,,1
234.9018561937478,-87.42143121574111,0.0,CD4_Tcell,,,,,1
-497.6080059551059,-651.5960559365955,0.0,CD4_Tcell,,,,,1
-81.67411718342612,382.87270165158657,0.0,CD4_Tcell,,,,,1
-575.4224502712838,518.6140844621893,0.0,CD4_Tcell,,,,,1
577.2249047620942,-286.7104807474135,0.0,CD4_Tcell,,,,,1
717.297273628355,308.44980156281736,0.0,CD4_Tcell,,,,,1
-96.68926369256371,401.43861981664963,0.0,CD4_Tcell,,,,,1
-240.59901358608033,671.2972656669838,0.0,CD4_Tcell,,,,,1
-688.0917786897971,485.367397387874,0.0,CD4_Tcell,,,,,1
-432.3566057489063,-237.7162009927829,0.0,CD4_Tcell,,,,,1
139.06286696946427,700.515498799823,0.0,CD4_Tcell,,,,,1
771.5938267525964,513.9646435494979,0.0,CD4_Tcell,,,,,1
564.8051653377811,-336.86712073021687,0.0,CD4_Tcell,,,,,1
639.2280654265503,458.6331121398971,0.0,CD4_Tcell,,,,,1
32.82632666303084,-252.89057493043742,0.0,CD4_Tcell,,,,,1
-410.5902162706549,-24.001146437485204,0.0,CD4_Tcell,,,,,1
354.019895467193,150.5917289312257,0.0,CD4_Tcell,,,,,1
119.23905211911801,-745.7950026471558,0.0,CD4_Tcell,,,,,1
-133.64594985132157,384.7834307937883,0.0,CD4_Tcell,,,,,1
-35.24339902791667,611.4118298018016,0.0,CD4_Tcell,,,,,1
-146.44783510407512,369.44982942761703,0.0,CD4_Tcell,,,,,1
109.33510606537095,-796.9765895873221,0.0,CD4_Tcell,,,,,1
126.51574560233735,595.1069411216774,0.0,CD4_Tcell,,,,,1
621.7448937754018,-405.49414242097333,0.0,CD4_Tcell,,,,,1
39.02027363233583,-77.07164836214679,0.0,CD4_Tcell,,,,,1
157.5810169059721,-426.78284961367433,0.0,CD4_Tcell,,,,,1
402.71164310764175,258.96191677978436,0.0,CD4_Tcell,,,,,1
153.79140410727155,-34.20762460541437,0.0,CD4_Tcell,,,,,1
474.9372046828785,388.70042553530266,0.0,CD4_Tcell,,,,,1
209.9986863737147,-624.2726292031064,0.0,CD4_Tcell,,,,,1
306.12428496932876,-128.947944572932,0.0,CD4_Tcell,,,,,1
-236.52279141604936,-305.2923216553282,0.0,CD4_Tcell,,,,,1
-238.11506570121765,-218.01976808525023,0.0,CD4_Tcell,,,,,1
-40.68897708319241,744.0960459848814,0.0,CD4_Tcell,,,,,1
-680.7832397208743,341.01181069451036,0.0,CD4_Tcell,,,,,1
-80.12961112681273,-27.90221843614779,0.0,CD4_Tcell,,,,,1
-783.9864975140617,580.7764725551622,0.0,CD4_Tcell,,,,,1
533.2462890057441,-487.4166543928856,0.0,CD4_Tcell,,,,,1
206.54345117489936,-78.02701293324787,0.0,CD4_Tcell,,,,,1
-790.107199866249,387.64952450709166,0.0,CD4_Tcell,,,,,1
-474.67925624868144,-594.1149542420176,0.0,CD4_Tcell,,,,,1
628.0343772018168,-485.45815702212855,0.0,CD4_Tcell,,,,,1
249.12086556030135,-75.01761453427957,0.0,CD4_Tcell,,,,,1
-456.17702905502506,138.5859808210563,0.0,CD4_Tcell,,,,,1
202.37169254775824,-574.7528989343704,0.0,CD4_Tcell,,,,,1
-152.0526405878678,357.6829224602229,0.0,CD4_Tcell,,,,,1
313.89458348095036,-701.3068591195517,0.0,CD4_Tcell,,,,,1
736.9618610501843,-634.7020257709592,0.0,CD4_Tcell,,,,,1
455.1930035467908,262.6559931213751,0.0,CD4_Tcell,,,,,1
-616.8693499142163,226.57505781945997,0.0,CD4_Tcell,,,,,1
314.78625708064465,-688.664201295315,0.0,CD4_Tcell,,,,,1
612.4778574357217,343.6231405221863,0.0,CD8_Tcell,,,,,1
69.20979407912796,486.5934485874536,0.0,CD8_Tcell,,,,,1
528.5968480930524,-362.9644962641264,0.0,CD8_Tcell,,,,,1
606.8889746947807,484.38018733106946,0.0,CD8_Tcell,,,,,1
752.4546898448725,762.0409771787286,0.0,CD8_Tcell,,,,,1
-13.906923606660598,461.7539697388272,0.0,CD8_Tcell,,,,,1
305.12115216967277,322.1752059009684,0.0,CD8_Tcell,,,,,1
-141.47993933434975,218.1360041080676,0.0,CD8_Tcell,,,,,1
662.5548837042668,321.61790990115946,0.0,CD8_Tcell,,,,,1
794.9524905160163,118.15710174234607,0.0,CD8_Tcell,,,,,1
31.88688483478154,-191.74724237997225,0.0,CD8_Tcell,,,,,1
-699.0147802860521,357.3007766317826,0.0,CD8_Tcell,,,,,1
683.9550500969297,741.6120981000186,0.0,CD8_Tcell,,,,,1
-444.90372711603305,-120.22228149020953,0.0,CD8_Tcell,,,,,1
-354.1759383471398,213.7094815952995,0.0,CD8_Tcell,,,,,1
513.374705926843,701.9963138850296,0.0,CD8_Tcell,,,,,1
102.61570858196035,560.1565205622321,0.0,CD8_Tcell,,,,,1
13.97379912663746,-795.7018147946163,0.0,CD8_Tcell,,,,,1
585.5843447592281,-268.7018585821593,0.0,CD8_Tcell,,,,,1
-264.75381449208453,250.47509483983708,0.0,CD8_Tcell,,,,,1
-796.8947466890646,437.9494691755601,0.0,CD8_Tcell,,,,,1
-232.30326456035323,739.2714549008213,0.0,CD8_Tcell,,,,,1
-49.542022108728474,-774.3126350945213,0.0,CD8_Tcell,,,,,1
794.411117259059,303.2430646503167,0.0,CD8_Tcell,,,,,1
55.15001214109145,-108.37576080855683,0.0,CD8_Tcell,,,,,1
767.7564457253407,264.32788112080175,0.0,CD8_Tcell,,,,,1
213.32653962971654,447.964874429269,0.0,CD8_Tcell,,,,,1
-583.8296584969727,-410.3187335050335,0.0,CD8_Tcell,,,,,1
725.6407908826372,592.4796885511498,0.0,CD8_Tcell,,,,,1
-22.266363603794503,252.36990123918736,0.0,CD8_Tcell,,,,,1
793.407984459403,561.3666490189598,0.0,CD8_Tcell,,,,,1
694.9098971788881,253.77110261013536,0.0,CD8_Tcell,,,,,1
439.5568700664378,253.77110261013536,0.0,CD8_Tcell,,,,,1
736.5637924788923,749.2550146688268,0.0,CD8_Tcell,,,,,1
-141.24109819157457,235.34848913073756,0.0,CD8_Tcell,,,,,1
683.3022176400104,-308.8430933112537,0.0,CD8_Tcell,,,,,1
-232.3191873032049,402.23475695923366,0.0,CD8_Tcell,,,,,1
-773.4695258605248,632.6527687659477,0.0,CD8_Tcell,,,,,1
