x,y,z,type,is_movable
181.09299447887201,-370.089103350942,0.0,apCAF,1
321.43201459048737,-492.42656303577553,0.0,apCAF,1
-18.86426771755282,388.34589791628343,0.0,apCAF,1
-771.8924398813281,563.5271608680742,0.0,apCAF,1
-173.9925556709586,596.2066720668698,0.0,apCAF,1
106.68548455227176,354.17155749476944,0.0,apCAF,1
653.4590288579566,385.81741018849345,0.0,apCAF,1
-552.8522514374314,-563.0174877128816,0.0,apCAF,1
-733.8856117717801,41.052542650837154,0.0,apCAF,1
427.88293817430076,-341.03534813916616,0.0,apCAF,1
-748.7861966833476,-469.22490520655776,0.0,apCAF,1
-618.0681518881661,-632.3521197453622,0.0,apCAF,1
334.24938005337253,-156.94871960522187,0.0,apCAF,1
-657.0450287486271,-659.1954360001391,0.0,apCAF,1
-762.5577084586065,-561.1091950881344,0.0,apCAF,1
467.464107699265,-585.0582675287114,0.0,apCAF,1
-65.21987606036964,-301.45417861420185,0.0,apCAF,1
-791.2711514856356,-132.87242765632845,0.0,apCAF,1
-688.1024912163874,-746.1022626188335,0.0,apCAF,1
-95.48221660115189,424.87379924165236,0.0,CAF,1
-599.5259085510394,-276.66227693102815,0.0,CAF,1
-544.9010321676515,-65.55740531837182,0.0,CAF,1
-620.3262981607836,213.4349764196653,0.0,CAF,1
272.86596729067173,681.4755475159894,0.0,CAF,1
-460.3954737684307,308.9132174111825,0.0,CAF,1
-558.2431781023421,487.76794366561137,0.0,CAF,1
405.4764022720608,335.53389952640543,0.0,CAF,1
572.1657630437267,-84.83116082831827,0.0,CAF,1
661.2830286194198,35.91605500255923,0.0,CAF,1
-292.9268935083264,410.52979967896965,0.0,CAF,1
652.202736213331,726.5271558985622,0.0,CAF,1
242.66723650404765,-528.4455863278786,0.0,CAF,1
550.0613734737385,600.0709646319827,0.0,CAF,1
552.3831295005143,752.5117404722029,0.0,CAF,1
-372.99567155500995,473.5034562956265,0.0,CAF,1
68.53553449586775,458.04628603517415,0.0,CAF,1
589.4994210518469,-11.123358197458629,0.0,CAF,1
723.6523925715733,38.12649395955816,0.0,CAF,1
68.64685156564485,524.9160400940233,0.0,CAF,1
707.1138564904313,741.2528139861946,0.0,CAF,1
745.995318719655,29.093908869088295,0.0,CAF,1
453.78801055524355,-269.0768137476581,0.0,CAF,1
-643.5756633056201,233.12219533164046,0.0,CAF,1
