x,y,z,type,volume,cycle entry,custom:GFP,custom:sample,is_movable
-786.2960808963483,-800.0,0.0,duct_filler,,,,,0
-764.3017849272197,-800.0,0.0,duct_filler,,,,,0
-742.3074889580911,-800.0,0.0,duct_filler,,,,,0
-720.3131929889624,-800.0,0.0,duct_filler,,,,,0
-412.393049421162,-800.0,0.0,duct_filler,,,,,0
-390.3987534520335,-800.0,0.0,duct_filler,,,,,0
-368.40445748290483,-800.0,0.0,duct_filler,,,,,0
-346.41016151377625,-800.0,0.0,duct_filler,,,,,0
775.2989329117837,-800.0,0.0,duct_filler,,,,,0
797.2932288809126,-800.0,0.0,duct_filler,,,,,0
-797.2932288809126,-780.952380952381,0.0,duct_filler,,,,,0
-775.2989329117839,-780.952380952381,0.0,duct_filler,,,,,0
-753.3046369426554,-780.952380952381,0.0,duct_filler,,,,,0
-731.3103409735268,-780.952380952381,0.0,duct_filler,,,,,0
-423.39019740572616,-780.952380952381,0.0,duct_filler,,,,,0
-401.39590143659774,-780.952380952381,0.0,duct_filler,,,,,0
-379.40160546746904,-780.952380952381,0.0,duct_filler,,,,,0
-357.4073094983405,-780.952380952381,0.0,duct_filler,,,,,0
-335.4130135292119,-780.952380952381,0.0,duct_filler,,,,,0
38.490017945973705,-780.952380952381,0.0,duct_filler,,,,,0
60.48431391510246,-780.952380952381,0.0,duct_filler,,,,,0
786.2960808963481,-780.952380952381,0.0,duct_filler,,,,,0
-786.2960808963483,-761.9047619047619,0.0,duct_filler,,,,,0
-764.3017849272197,-761.9047619047619,0.0,duct_filler,,,,,0
-742.3074889580911,-761.9047619047619,0.0,duct_filler,,,,,0
-412.393049421162,-761.9047619047619,0.0,duct_filler,,,,,0
-390.3987534520335,-761.9047619047619,0.0,duct_filler,,,,,0
-368.40445748290483,-761.9047619047619,0.0,duct_filler,,,,,0
-346.41016151377625,-761.9047619047619,0.0,duct_filler,,,,,0
5.498573992280967,-761.9047619047619,0.0,duct_filler,,,,,0
27.492869961409383,-761.9047619047619,0.0,duct_filler,,,,,0
49.48716593053791,-761.9047619047619,0.0,duct_filler,,,,,0
71.48146189966678,-761.9047619047619,0.0,duct_filler,,,,,0
-797.2932288809126,-742.8571428571429,0.0,duct_filler,,,,,0
-775.2989329117839,-742.8571428571429,0.0,duct_filler,,,,,0
-753.3046369426554,-742.8571428571429,0.0,duct_filler,,,,,0
-731.3103409735268,-742.8571428571429,0.0,duct_filler,,,,,0
-401.39590143659774,-742.8571428571429,0.0,duct_filler,,,,,0
-379.40160546746904,-742.8571428571429,0.0,duct_filler,,,,,0
-357.4073094983405,-742.8571428571429,0.0,duct_filler,,,,,0
-335.4130135292119,-742.8571428571429,0.0,duct_filler,,,,,0
-27.492869961411998,-742.8571428571429,0.0,duct_filler,,,,,0
-5.4985739922833545,-742.8571428571429,0.0,duct_filler,,,,,0
16.49572197684506,-742.8571428571429,0.0,duct_filler,,,,,0
38.490017945973705,-742.8571428571429,0.0,duct_filler,,,,,0
60.48431391510246,-742.8571428571429,0.0,duct_filler,,,,,0
786.2960808963481,-742.8571428571429,0.0,duct_filler,,,,,0
-786.2960808963483,-723.8095238095239,0.0,duct_filler,,,,,0
-764.3017849272197,-723.8095238095239,0.0,duct_filler,,,,,0
-390.3987534520336,-723.8095238095239,0.0,duct_filler,,,,,0
-368.4044574829049,-723.8095238095239,0.0,duct_filler,,,,,0
-346.4101615137764,-723.8095238095239,0.0,duct_filler,,,,,0
-60.484313915105076,-723.8095238095239,0.0,duct_filler,,,,,0
-38.49001794597643,-723.8095238095239,0.0,duct_filler,,,,,0
-16.49572197684779,-723.8095238095239,0.0,duct_filler,,,,,0
5.498573992280967,-723.8095238095239,0.0,duct_filler,,,,,0
27.492869961409383,-723.8095238095239,0.0,duct_filler,,,,,0
49.48716593053791,-723.8095238095239,0.0,duct_filler,,,,,0
71.48146189966656,-723.8095238095239,0.0,duct_filler,,,,,0
731.3103409735266,-723.8095238095239,0.0,duct_filler,,,,,0
753.3046369426548,-723.8095238095239,0.0,duct_filler,,,,,0
775.2989329117837,-723.8095238095239,0.0,duct_filler,,,,,0
797.2932288809126,-723.8095238095239,0.0,duct_filler,,,,,0
-797.2932288809126,-704.7619047619048,0.0,duct_filler,,,,,0
-775.2989329117839,-704.7619047619048,0.0,duct_filler,,,,,0
-379.40160546746904,-704.7619047619048,0.0,duct_filler,,,,,0
-357.4073094983405,-704.7619047619048,0.0,duct_filler,,,,,0
-93.47575786879781,-704.7619047619048,0.0,duct_filler,,,,,0
-71.48146189966917,-704.7619047619048,0.0,duct_filler,,,,,0
-49.48716593054064,-704.7619047619048,0.0,duct_filler,,,,,0
-27.492869961411998,-704.7619047619048,0.0,duct_filler,,,,,0
-5.4985739922833545,-704.7619047619048,0.0,duct_filler,,,,,0
16.49572197684506,-704.7619047619048,0.0,duct_filler,,,,,0
38.490017945973705,-704.7619047619048,0.0,duct_filler,,,,,0
60.48431391510246,-704.7619047619048,0.0,duct_filler,,,,,0
720.3131929889622,-704.7619047619048,0.0,duct_filler,,,,,0
742.3074889580911,-704.7619047619048,0.0,duct_filler,,,,,0
