x,y,z,ecm
-500.0,-500.0,0.0,3.75
-487.34177215189874,-500.0,0.0,3.75
-474.6835443037975,-500.0,0.0,3.75
-462.0253164556962,-500.0,0.0,3.75
-449.36708860759495,-500.0,0.0,5.0
-436.7088607594937,-500.0,0.0,3.75
-424.0506329113924,-500.0,0.0,2.5
-411.3924050632911,-500.0,0.0,0.0
-398.7341772151899,-500.0,0.0,0.0
-386.0759493670886,-500.0,0.0,3.75
-373.4177215189874,-500.0,0.0,2.5
-360.75949367088606,-500.0,0.0,3.75
-348.1012658227848,-500.0,0.0,5.0
-335.44303797468353,-500.0,0.0,3.75
-322.7848101265823,-500.0,0.0,5.0
-310.126582278481,-500.0,0.0,5.0
-297.46835443037975,-500.0,0.0,5.0
-284.8101265822785,-500.0,0.0,3.75
-272.1518987341772,-500.0,0.0,5.0
-259.49367088607596,-500.0,0.0,3.75
-246.8354430379747,-500.0,0.0,7.5
-234.17721518987344,-500.0,0.0,8.75
-221.51898734177217,-500.0,0.0,7.5
-208.8607594936709,-500.0,0.0,7.5
-196.2025316455696,-500.0,0.0,7.5
-183.54430379746833,-500.0,0.0,5.0
-170.88607594936707,-500.0,0.0,7.5
-158.2278481012658,-500.0,0.0,6.25
-145.56962025316454,-500.0,0.0,6.25
-132.91139240506328,-500.0,0.0,5.0
-120.25316455696202,-500.0,0.0,5.0
-107.59493670886076,-500.0,0.0,5.0
-94.9367088607595,-500.0,0.0,5.0
-82.27848101265823,-500.0,0.0,5.0
-69.62025316455697,-500.0,0.0,6.25
-56.96202531645571,-500.0,0.0,6.25
-44.303797468354446,-500.0,0.0,5.0
-31.645569620253184,-500.0,0.0,5.0
-18.98734177215192,-500.0,0.0,5.0
-6.3291139240506595,-500.0,0.0,2.5
6.329113924050603,-500.0,0.0,3.75
18.98734177215192,-500.0,0.0,6.25
31.645569620253127,-500.0,0.0,6.25
44.303797468354446,-500.0,0.0,5.0
56.96202531645565,-500.0,0.0,8.75
69.62025316455697,-500.0,0.0,6.25
82.27848101265818,-500.0,0.0,10.0
94.9367088607595,-500.0,0.0,5.0
107.59493670886081,-500.0,0.0,7.5
120.25316455696202,-500.0,0.0,8.75
132.91139240506334,-500.0,0.0,7.5
145.56962025316454,-500.0,0.0,7.5
158.22784810126586,-500.0,0.0,8.75
170.88607594936707,-500.0,0.0,7.5
183.5443037974684,-500.0,0.0,7.5
196.2025316455696,-500.0,0.0,7.5
208.8607594936709,-500.0,0.0,8.75
221.51898734177212,-500.0,0.0,6.25
234.17721518987344,-500.0,0.0,7.5
246.83544303797464,-500.0,0.0,6.25
259.49367088607596,-500.0,0.0,5.0
272.15189873417717,-500.0,0.0,8.75
284.8101265822785,-500.0,0.0,5.0
297.4683544303797,-500.0,0.0,6.25
310.126582278481,-500.0,0.0,10.0
322.78481012658233,-500.0,0.0,6.25
335.44303797468353,-500.0,0.0,8.75
348.10126582278485,-500.0,0.0,8.75
360.75949367088606,-500.0,0.0,10.0
373.4177215189874,-500.0,0.0,7.5
386.0759493670886,-500.0,0.0,6.25
398.7341772151899,-500.0,0.0,8.75
411.3924050632911,-500.0,0.0,6.25
424.0506329113924,-500.0,0.0,7.5
436.70886075949363,-500.0,0.0,6.25
449.36708860759495,-500.0,0.0,5.0
462.02531645569616,-500.0,0.0,6.25
474.6835443037975,-500.0,0.0,6.25
487.3417721518987,-500.0,0.0,7.5
500.0,-500.0,0.0,7.5
-500.0,-487.34177215189874,0.0,2.5
-487.34177215189874,-487.34177215189874,0.0,3.75
-474.6835443037975,-487.34177215189874,0.0,3.75
-462.0253164556962,-487.34177215189874,0.0,5.0
-449.36708860759495,-487.34177215189874,0.0,3.75
-436.7088607594937,-487.34177215189874,0.0,2.5
-424.0506329113924,-487.34177215189874,0.0,2.5
-411.3924050632911,-487.34177215189874,0.0,0.0
-398.7341772151899,-487.34177215189874,0.0,1.25
-386.0759493670886,-487.34177215189874,0.0,2.5
-373.4177215189874,-487.34177215189874,0.0,2.5
-360.75949367088606,-487.34177215189874,0.0,2.5
-348.1012658227848,-487.34177215189874,0.0,5.0
-335.44303797468353,-487.34177215189874,0.0,3.75
-322.7848101265823,-487.34177215189874,0.0,5.0
-310.126582278481,-487.34177215189874,0.0,5.0
-297.46835443037975,-487.34177215189874,0.0,5.0
-284.8101265822785,-487.34177215189874,0.0,3.75
-272.1518987341772,-487.34177215189874,0.0,5.0
-259.49367088607596,-487.34177215189874,0.0,6.25
-246.8354430379747,-487.34177215189874,0.0,8.75
-234.17721518987344,-487.34177215189874,0.0,6.25
-221.51898734177217,-487.34177215189874,0.0,6.25
-208.8607594936709,-487.34177215189874,0.0,7.5
-196.2025316455696,-487.34177215189874,0.0,6.25
-183.54430379746833,-487.34177215189874,0.0,5.0
-170.88607594936707,-487.34177215189874,0.0,10.0
-158.2278481012658,-487.34177215189874,0.0,7.5
-145.56962025316454,-487.34177215189874,0.0,6.25
-132.91139240506328,-487.34177215189874,0.0,6.25
-120.25316455696202,-487.34177215189874,0.0,5.0
-107.59493670886076,-487.34177215189874,0.0,5.0
-94.9367088607595,-487.34177215189874,0.0,7.5
-82.27848101265823,-487.34177215189874,0.0,8.75
-69.62025316455697,-487.34177215189874,0.0,7.5
-56.96202531645571,-487.34177215189874,0.0,7.5
-44.303797468354446,-487.34177215189874,0.0,6.25
-31.645569620253184,-487.34177215189874,0.0,3.75
-18.98734177215192,-487.34177215189874,0.0,7.5
-6.3291139240506595,-487.34177215189874,0.0,3.75
6.329113924050603,-487.34177215189874,0.0,5.0
18.98734177215192,-487.34177215189874,0.0,6.25
31.645569620253127,-487.34177215189874,0.0,5.0
44.303797468354446,-487.34177215189874,0.0,8.75
56.96202531645565,-487.34177215189874,0.0,7.5
69.62025316455697,-487.34177215189874,0.0,7.5
82.27848101265818,-487.34177215189874,0.0,10.0
94.9367088607595,-487.34177215189874,0.0,10.0
107.59493670886081,-487.34177215189874,0.0,10.0
120.25316455696202,-487.34177215189874,0.0,7.5
132.91139240506334,-487.34177215189874,0.0,6.25
145.56962025316454,-487.34177215189874,0.0,6.25
158.22784810126586,-487.34177215189874,0.0,6.25
170.88607594936707,-487.34177215189874,0.0,7.5
183.5443037974684,-487.34177215189874,0.0,7.5
196.2025316455696,-487.34177215189874,0.0,7.5
208.8607594936709,-487.34177215189874,0.0,8.75
221.51898734177212,-487.34177215189874,0.0,8.75
234.17721518987344,-487.34177215189874,0.0,7.5
246.83544303797464,-487.34177215189874,0.0,5.0
259.49367088607596,-487.34177215189874,0.0,3.75
272.15189873417717,-487.34177215189874,0.0,5.0
284.8101265822785,-487.34177215189874,0.0,6.25
297.4683544303797,-487.34177215189874,0.0,8.75
310.126582278481,-487.34177215189874,0.0,6.25
322.78481012658233,-487.34177215189874,0.0,7.5
335.44303797468353,-487.34177215189874,0.0,8.75
348.10126582278485,-487.34177215189874,0.0,10.0
360.75949367088606,-487.34177215189874,0.0,8.75
373.4177215189874,-487.34177215189874,0.0,7.5
386.0759493670886,-487.34177215189874,0.0,7.5
398.7341772151899,-487.34177215189874,0.0,7.5
411.3924050632911,-487.34177215189874,0.0,7.5
424.0506329113924,-487.34177215189874,0.0,6.25
436.70886075949363,-487.34177215189874,0.0,6.25
449.36708860759495,-487.34177215189874,0.0,5.0
462.02531645569616,-487.34177215189874,0.0,5.0
474.6835443037975,-487.34177215189874,0.0,6.25
487.3417721518987,-487.34177215189874,0.0,5.0
500.0,-487.34177215189874,0.0,8.75
-500.0,-474.6835443037975,0.0,3.75
-487.34177215189874,-474.6835443037975,0.0,3.75
-474.6835443037975,-474.6835443037975,0.0,3.75
-462.0253164556962,-474.6835443037975,0.0,5.0
-449.36708860759495,-474.6835443037975,0.0,3.75
-436.7088607594937,-474.6835443037975,0.0,3.75
-424.0506329113924,-474.6835443037975,0.0,2.5
-411.3924050632911,-474.6835443037975,0.0,1.25
-398.7341772151899,-474.6835443037975,0.0,2.5
-386.0759493670886,-474.6835443037975,0.0,2.5
-373.4177215189874,-474.6835443037975,0.0,3.75
-360.75949367088606,-474.6835443037975,0.0,3.75
-348.1012658227848,-474.6835443037975,0.0,5.0
-335.44303797468353,-474.6835443037975,0.0,3.75
-322.7848101265823,-474.6835443037975,0.0,5.0
-310.126582278481,-474.6835443037975,0.0,5.0
-297.46835443037975,-474.6835443037975,0.0,3.75
-284.8101265822785,-474.6835443037975,0.0,3.75
-272.1518987341772,-474.6835443037975,0.0,3.75
-259.49367088607596,-474.6835443037975,0.0,7.5
-246.8354430379747,-474.6835443037975,0.0,6.25
-234.17721518987344,-474.6835443037975,0.0,5.0
-221.51898734177217,-474.6835443037975,0.0,5.0
-208.8607594936709,-474.6835443037975,0.0,6.25
-196.2025316455696,-474.6835443037975,0.0,6.25
-183.54430379746833,-474.6835443037975,0.0,5.0
-170.88607594936707,-474.6835443037975,0.0,5.0
-158.2278481012658,-474.6835443037975,0.0,3.75
-145.56962025316454,-474.6835443037975,0.0,6.25
-132.91139240506328,-474.6835443037975,0.0,5.0
-120.25316455696202,-474.6835443037975,0.0,6.25
-107.59493670886076,-474.6835443037975,0.0,5.0
-94.9367088607595,-474.6835443037975,0.0,7.5
-82.27848101265823,-474.6835443037975,0.0,10.0
-69.62025316455697,-474.6835443037975,0.0,7.5
-56.96202531645571,-474.6835443037975,0.0,8.75
-44.303797468354446,-474.6835443037975,0.0,7.5
-31.645569620253184,-474.6835443037975,0.0,5.0
-18.98734177215192,-474.6835443037975,0.0,6.25
-6.3291139240506595,-474.6835443037975,0.0,5.0
6.329113924050603,-474.6835443037975,0.0,5.0
18.98734177215192,-474.6835443037975,0.0,6.25
31.645569620253127,-474.6835443037975,0.0,6.25
44.303797468354446,-474.6835443037975,0.0,5.0
56.96202531645565,-474.6835443037975,0.0,7.5
69.62025316455697,-474.6835443037975,0.0,10.0
82.27848101265818,-474.6835443037975,0.0,10.0
94.9367088607595,-474.6835443037975,0.0,10.0
107.59493670886081,-474.6835443037975,0.0,10.0
120.25316455696202,-474.6835443037975,0.0,6.25
132.91139240506334,-474.6835443037975,0.0,7.5
145.56962025316454,-474.6835443037975,0.0,5.0
158.22784810126586,-474.6835443037975,0.0,3.75
170.88607594936707,-474.6835443037975,0.0,5.0
183.5443037974684,-474.6835443037975,0.0,6.25
196.2025316455696,-474.6835443037975,0.0,7.5
208.8607594936709,-474.6835443037975,0.0,8.75
221.51898734177212,-474.6835443037975,0.0,8.75
234.17721518987344,-474.6835443037975,0.0,6.25
246.83544303797464,-474.6835443037975,0.0,5.0
259.49367088607596,-474.6835443037975,0.0,6.25
272.15189873417717,-474.6835443037975,0.0,5.0
284.8101265822785,-474.6835443037975,0.0,6.25
297.4683544303797,-474.6835443037975,0.0,7.5
310.126582278481,-474.6835443037975,0.0,7.5
322.78481012658233,-474.6835443037975,0.0,7.5
335.44303797468353,-474.6835443037975,0.0,8.75
348.10126582278485,-474.6835443037975,0.0,8.75
360.75949367088606,-474.6835443037975,0.0,10.0
373.4177215189874,-474.6835443037975,0.0,8.75
386.0759493670886,-474.6835443037975,0.0,7.5
398.7341772151899,-474.6835443037975,0.0,7.5
411.3924050632911,-474.6835443037975,0.0,7.5
424.0506329113924,-474.6835443037975,0.0,7.5
436.70886075949363,-474.6835443037975,0.0,5.0
449.36708860759495,-474.6835443037975,0.0,7.5
462.02531645569616,-474.6835443037975,0.0,6.25
474.6835443037975,-474.6835443037975,0.0,5.0
487.3417721518987,-474.6835443037975,0.0,5.0
500.0,-474.6835443037975,0.0,8.75
-500.0,-462.0253164556962,0.0,3.75
-487.34177215189874,-462.0253164556962,0.0,3.75
-474.6835443037975,-462.0253164556962,0.0,5.0
-462.0253164556962,-462.0253164556962,0.0,5.0
-449.36708860759495,-462.0253164556962,0.0,3.75
-436.7088607594937,-462.0253164556962,0.0,3.75
-424.0506329113924,-462.0253164556962,0.0,3.75
-411.3924050632911,-462.0253164556962,0.0,5.0
-398.7341772151899,-462.0253164556962,0.0,2.5
-386.0759493670886,-462.0253164556962,0.0,3.75
-373.4177215189874,-462.0253164556962,0.0,3.75
-360.75949367088606,-462.0253164556962,0.0,3.75
-348.1012658227848,-462.0253164556962,0.0,5.0
-335.44303797468353,-462.0253164556962,0.0,3.75
-322.7848101265823,-462.0253164556962,0.0,3.75
-310.126582278481,-462.0253164556962,0.0,3.75
-297.46835443037975,-462.0253164556962,0.0,2.5
-284.8101265822785,-462.0253164556962,0.0,5.0
-272.1518987341772,-462.0253164556962,0.0,5.0
-259.49367088607596,-462.0253164556962,0.0,6.25
-246.8354430379747,-462.0253164556962,0.0,5.0
-234.17721518987344,-462.0253164556962,0.0,5.0
-221.51898734177217,-462.0253164556962,0.0,5.0
-208.8607594936709,-462.0253164556962,0.0,3.75
-196.2025316455696,-462.0253164556962,0.0,3.75
-183.54430379746833,-462.0253164556962,0.0,6.25
-170.88607594936707,-462.0253164556962,0.0,5.0
-158.2278481012658,-462.0253164556962,0.0,6.25
-145.56962025316454,-462.0253164556962,0.0,6.25
-132.91139240506328,-462.0253164556962,0.0,5.0
-120.25316455696202,-462.0253164556962,0.0,7.5
-107.59493670886076,-462.0253164556962,0.0,6.25
-94.9367088607595,-462.0253164556962,0.0,10.0
-82.27848101265823,-462.0253164556962,0.0,10.0
-69.62025316455697,-462.0253164556962,0.0,10.0
-56.96202531645571,-462.0253164556962,0.0,7.5
-44.303797468354446,-462.0253164556962,0.0,5.0
-31.645569620253184,-462.0253164556962,0.0,6.25
-18.98734177215192,-462.0253164556962,0.0,7.5
-6.3291139240506595,-462.0253164556962,0.0,5.0
6.329113924050603,-462.0253164556962,0.0,6.25
18.98734177215192,-462.0253164556962,0.0,5.0
31.645569620253127,-462.0253164556962,0.0,6.25
44.303797468354446,-462.0253164556962,0.0,5.0
56.96202531645565,-462.0253164556962,0.0,6.25
69.62025316455697,-462.0253164556962,0.0,6.25
82.27848101265818,-462.0253164556962,0.0,10.0
94.9367088607595,-462.0253164556962,0.0,7.5
107.59493670886081,-462.0253164556962,0.0,10.0
120.25316455696202,-462.0253164556962,0.0,8.75
132.91139240506334,-462.0253164556962,0.0,7.5
145.56962025316454,-462.0253164556962,0.0,3.75
158.22784810126586,-462.0253164556962,0.0,7.5
170.88607594936707,-462.0253164556962,0.0,5.0
183.5443037974684,-462.0253164556962,0.0,10.0
196.2025316455696,-462.0253164556962,0.0,7.5
208.8607594936709,-462.0253164556962,0.0,10.0
221.51898734177212,-462.0253164556962,0.0,8.75
234.17721518987344,-462.0253164556962,0.0,5.0
246.83544303797464,-462.0253164556962,0.0,6.25
259.49367088607596,-462.0253164556962,0.0,6.25
272.15189873417717,-462.0253164556962,0.0,3.75
284.8101265822785,-462.0253164556962,0.0,8.75
297.4683544303797,-462.0253164556962,0.0,8.75
310.126582278481,-462.0253164556962,0.0,8.75
322.78481012658233,-462.0253164556962,0.0,7.5
335.44303797468353,-462.0253164556962,0.0,10.0
348.10126582278485,-462.0253164556962,0.0,10.0
360.75949367088606,-462.0253164556962,0.0,10.0
373.4177215189874,-462.0253164556962,0.0,7.5
386.0759493670886,-462.0253164556962,0.0,6.25
398.7341772151899,-462.0253164556962,0.0,6.25
411.3924050632911,-462.0253164556962,0.0,7.5
424.0506329113924,-462.0253164556962,0.0,7.5
436.70886075949363,-462.0253164556962,0.0,3.75
449.36708860759495,-462.0253164556962,0.0,6.25
462.02531645569616,-462.0253164556962,0.0,5.0
474.6835443037975,-462.0253164556962,0.0,5.0
487.3417721518987,-462.0253164556962,0.0,7.5
500.0,-462.0253164556962,0.0,7.5
-500.0,-449.36708860759495,0.0,3.75
-487.34177215189874,-449.36708860759495,0.0,3.75
-474.6835443037975,-449.36708860759495,0.0,2.5
-462.0253164556962,-449.36708860759495,0.0,2.5
-449.36708860759495,-449.36708860759495,0.0,3.75
-436.7088607594937,-449.36708860759495,0.0,5.0
-424.0506329113924,-449.36708860759495,0.0,3.75
-411.3924050632911,-449.36708860759495,0.0,5.0
-398.7341772151899,-449.36708860759495,0.0,3.75
-386.0759493670886,-449.36708860759495,0.0,3.75
-373.4177215189874,-449.36708860759495,0.0,3.75
-360.75949367088606,-449.36708860759495,0.0,3.75
-348.1012658227848,-449.36708860759495,0.0,3.75
-335.44303797468353,-449.36708860759495,0.0,5.0
-322.7848101265823,-449.36708860759495,0.0,3.75
-310.126582278481,-449.36708860759495,0.0,3.75
